41.22,0,28.77,169.09
41.24,0,28.68,169.05
41.26,0,28.56,168.98
41.29,0,28.44,168.72
41.33,0,28.3,168.18
41.38,0,28.16,167.37
41.44,0,28.01,166.31
41.51,0,27.88,165.03
41.59,0,27.73,163.33
41.69,0,27.58,161.57
41.78,0,27.42,160.1
41.88,0,27.25,158.52
41.99,0,27.06,157.16
42.12,0,26.85,155.83
42.25,0,26.65,154.27
42.39,0,26.46,152.59
42.54,0,26.27,150.68
42.71,0,26.09,148.28
42.9,0,25.91,145.75
43.1,0,25.72,143.49
43.3,0,25.53,141.66
43.51,0,25.33,140.23
43.73,0,25.1,139.16
43.96,0,24.88,138.11
44.19,0,24.66,136.86
44.43,0,24.45,135.78
44.68,0,24.25,134.31
44.93,0,24.07,132.38
45.2,0,23.9,129.9
45.5,0,23.74,127.5
45.8,0,23.57,125.54
46.13,0,23.39,123.78
46.46,0,23.22,121.9
46.81,0,23.05,120.31
47.17,0,22.89,118.49
47.54,0,22.75,116.43
47.94,0,22.59,114.8
48.34,0,22.46,113.11
48.74,0,22.34,111.11
49.15,0,22.25,108.56
49.58,0,22.18,105.47
50.03,0,22.13,102.83
50.49,0,22.08,100.6
50.95,0,22.05,98.12
51.41,0,22.04,95.98
51.87,0,22.05,93.63
52.35,0,22.08,91.03
52.85,0,22.12,88.93
53.35,0,22.17,87.53
53.85,0,22.21,86.5
54.34,0,22.28,84.92
54.83,0,22.38,82.6
55.3,0,22.52,79.52
55.78,0,22.69,76.06
56.27,0,22.89,72.93
56.74,0,23.13,69.29
57.17,0,23.41,64.93
57.57,0,23.72,60.17
57.97,0,24.07,55.89
58.35,0,24.43,52.52
58.72,0,24.78,50.1
59.09,0,25.14,48.43
59.48,0,25.53,47.49
59.89,0,25.91,47.08
60.29,0,26.31,46.06
60.65,0,26.73,44.17
60.99,0,27.17,41.43
61.29,0,27.62,38.16
61.55,0,28.1,34.56
61.76,0,28.59,30.33
61.94,0,29.08,26.38
62.1,0,29.59,22.89
62.22,0,30.1,19.26
62.32,0,30.63,16.16
62.41,0,31.16,13.67
62.47,0,31.69,10.76
62.49,0,32.23,7.52
62.5,0,32.79,4.85
62.5,0,33.35,2.59
62.49,0,33.91,1.01
62.47,0,34.46,359.94
62.43,0,35.02,358.27
62.35,0,35.56,355.77
62.23,0,36.09,352.43
62.07,0,36.61,348.62
61.89,0,37.12,345.35
61.69,0,37.65,342.81
61.47,0,38.19,340.85
61.23,0,38.7,338.34
60.96,0,39.2,335.31
60.66,0,39.68,332.19
60.33,0,40.12,328.74
59.98,0,40.57,325.85
59.61,0,41.02,323.62
59.22,0,41.45,321.11
58.8,0,41.85,317.94
58.35,0,42.2,313.95
57.88,0,42.49,309.14
57.39,0,42.73,303.93
56.88,0,42.91,298.67
56.36,0,43.07,293.93
55.82,0,43.2,289.97
55.24,0,43.33,286.65
54.64,0,43.45,284.2
54.05,0,43.56,282.71
53.45,0,43.69,282.19
52.85,0,43.82,282.14
52.22,0,43.95,282.09
51.6,0,44.08,282
50.97,0,44.21,281.7
50.35,0,44.31,280.57
49.72,0,44.37,278.43
49.1,0,44.39,275.32
48.49,0,44.35,271.28
47.89,0,44.25,266.41
47.33,0,44.08,260.85
46.78,0,43.86,255.49
46.24,0,43.61,251.03
45.7,0,43.34,247.4
45.16,0,43.05,244.78
44.63,0,42.75,243.09
44.1,0,42.44,241.48
43.6,0,42.11,239.01
43.13,0,41.73,235.57
42.71,0,41.32,231.26
42.35,0,40.87,226.38
42.01,0,40.41,222
41.69,0,39.93,218.43
41.38,0,39.44,215.73
41.09,0,38.94,213.39
40.84,0,38.43,210.36
40.64,0,37.9,206.74
40.48,0,37.37,202.4
40.4,0,36.83,197.39
40.35,0,36.31,192.83
40.33,0,35.82,189.17
40.32,0,35.3,186.13
40.31,0,34.73,183.73
40.31,0,34.15,182.19
40.31,0,33.56,181.3
40.32,0,32.98,180.37
40.34,0,32.4,179.22
40.38,0,31.83,177.89
40.44,0,31.25,176.1
40.52,0,30.68,174.62
40.6,0,30.12,173.22
40.71,0,29.58,171.49
41.22,0,28.77,169.09
